Date_,Adj Close_GOOGL,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,Date,reportedCurrency_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency_y,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,GDP,Inflation,Unemployment,Interest Rate,Sentiment
2016-11-28,39.19245529,39.28950119,39.98699951,38.90499878,38.91749954,51508000,2016-11-28,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-11-29,39.37450409,39.47200012,39.8219986,39.26699829,39.41899872,31240000,2016-11-29,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-11-30,38.69817352,38.79399872,39.57550049,38.65750122,39.45500183,45582000,2016-11-30,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-01,38.12210464,38.21649933,38.93000031,37.66799927,38.92750168,57342000,2016-12-01,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-02,38.12858963,38.22299957,38.52500153,37.95000076,38.09500122,34376000,2016-12-02,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-05,38.814888,38.9109993,39.0,38.3484993,38.5,33770000,2016-12-05,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-06,38.71313858,38.80899811,39.26399994,38.66600037,39.0094986,34682000,2016-12-06,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-07,39.47575378,39.57350159,39.59999847,38.67649841,38.99750137,40588000,2016-12-07,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-08,39.66029358,39.75849915,39.95000076,39.39550018,39.64749908,32250000,2016-12-08,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-09,40.37252808,40.47249985,40.49750137,39.90250015,39.96500015,38090000,2016-12-09,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-12,40.29522324,40.39500046,40.56750107,40.22650146,40.24100113,32572000,2016-12-12,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-13,40.66630173,40.76699829,41.21500015,40.59700012,40.61949921,42564000,2016-12-13,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-14,40.79349136,40.89450073,41.21300125,40.63899994,40.79600143,35994000,2016-12-14,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-15,40.68176651,40.78250122,41.15000153,40.59999847,40.86800003,35394000,2016-12-15,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-16,40.39198303,40.49200058,40.95999908,40.40599823,40.91550064,51978000,2016-12-16,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-19,40.52465439,40.625,40.81100082,40.22499847,40.4640007,25272000,2016-12-19,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-20,40.65931702,40.75999832,40.82450104,40.54999924,40.66849899,25438000,2016-12-20,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-21,40.50968933,40.61000061,40.7859993,40.25500107,40.7859993,29192000,2016-12-21,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-22,40.38400269,40.48400116,40.55350113,40.30149841,40.45500183,22632000,2016-12-22,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-23,40.29023361,40.38999939,40.54850006,40.25550079,40.40050125,15310000,2016-12-23,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-27,40.39646912,40.49649811,40.79999924,40.29000092,40.43399811,19520000,2016-12-27,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-28,40.12913513,40.22850037,40.66650009,40.12200165,40.66650009,24296000,2016-12-28,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2016-12-29,40.04484177,40.14400101,40.28749847,39.9070015,40.11650085,21148000,2016-12-29,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,1
2016-12-30,39.52463531,39.62250137,40.16450119,39.48099899,40.16049957,34718000,2016-12-30,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,USD,55134000000,90272000000,35138000000,35138000000,23716000000,17470000000,13948000000,31418000000,None,-124000000,1220000000,124000000,-475000000,88000000,None,22816,24150000000,4672000000,124000000,19478000000,18950000000,24274000000,29860000000,19478000000,USD,36036000000,84000000,None,1848000000,2578000000,6144000000,10212000000,2578000000,2420000000,19276000000,-31165000000,-8332000000,None,3693000000,3693000000,None,0,None,None,None,None,None,-3395000000,None,-3631000000,-170000000,19478000000,19089.379,241.741,4.9,0.4,-1
2017-01-03,40.30070877,40.40050125,40.5719986,39.8445015,40.03099823,39180000,2017-01-03,USD,197295000000,124308000000,10715000000,101871000000,749000000,18705000000,72987000000,42383000000,17264000000,19439000000,2692000000,16747000000,104357000000,13713000000,91156000000,2983000000,2672000000,44793000000,24183000000,3137000000,1772000000,0,0,20180000000,26000000,4026000000,3969000000,3943000000,4026000000,2874000000,3059000000,152502000000,None,113247000000,40247000000,694783000,USD,65272000000,110855000000,45583000000,45583000000,26178000000,19765000000,16625000000,36390000000,None,-109000000,1312000000,109000000,-121000000,158000000,None,52516,27193000000,14531000000,109000000,12506000000,14072000000,27302000000,38533000000,12662000000,USD,37091000000,84000000,None,6012000000,5932000000,6915000000,13184000000,3768000000,3682000000,12506000000,-31401000000,-8298000000,None,4846000000,4846000000,None,0,None,None,None,None,None,-4846000000,None,-2203000000,405000000,12662000000,19280.084,243.618,4.7,0.65,1
2017-01-04,40.28873825,40.38850021,40.67150116,40.20550156,40.49449921,30306000,2017-01-04,USD,197295000000,124308000000,10715000000,101871000000,749000000,18705000000,72987000000,42383000000,17264000000,19439000000,2692000000,16747000000,104357000000,13713000000,91156000000,2983000000,2672000000,44793000000,24183000000,3137000000,1772000000,0,0,20180000000,26000000,4026000000,3969000000,3943000000,4026000000,2874000000,3059000000,152502000000,None,113247000000,40247000000,694783000,USD,65272000000,110855000000,45583000000,45583000000,26178000000,19765000000,16625000000,36390000000,None,-109000000,1312000000,109000000,-121000000,158000000,None,52516,27193000000,14531000000,109000000,12506000000,14072000000,27302000000,38533000000,12662000000,USD,37091000000,84000000,None,6012000000,5932000000,6915000000,13184000000,3768000000,3682000000,12506000000,-31401000000,-8298000000,None,4846000000,4846000000,None,0,None,None,None,None,None,-4846000000,None,-2203000000,405000000,12662000000,19280.084,243.618,4.7,0.65,-1
2017-01-05,40.55059052,40.65100098,40.68700027,40.29600143,40.375,26810000,2017-01-05,USD,197295000000,124308000000,10715000000,101871000000,749000000,18705000000,72987000000,42383000000,17264000000,19439000000,2692000000,16747000000,104357000000,13713000000,91156000000,2983000000,2672000000,44793000000,24183000000,3137000000,1772000000,0,0,20180000000,26000000,4026000000,3969000000,3943000000,4026000000,2874000000,3059000000,152502000000,None,113247000000,40247000000,694783000,USD,65272000000,110855000000,45583000000,45583000000,26178000000,19765000000,16625000000,36390000000,None,-109000000,1312000000,109000000,-121000000,158000000,None,52516,27193000000,14531000000,109000000,12506000000,14072000000,27302000000,38533000000,12662000000,USD,37091000000,84000000,None,6012000000,5932000000,6915000000,13184000000,3768000000,3682000000,12506000000,-31401000000,-8298000000,None,4846000000,4846000000,None,0,None,None,None,None,None,-4846000000,None,-2203000000,405000000,12662000000,19280.084,243.618,4.7,0.65,1
2017-01-06,41.15858459,41.26050186,41.44800186,40.57500076,40.74950027,40342000,2017-01-06,USD,197295000000,124308000000,10715000000,101871000000,749000000,18705000000,72987000000,42383000000,17264000000,19439000000,2692000000,16747000000,104357000000,13713000000,91156000000,2983000000,2672000000,44793000000,24183000000,3137000000,1772000000,0,0,20180000000,26000000,4026000000,3969000000,3943000000,4026000000,2874000000,3059000000,152502000000,None,113247000000,40247000000,694783000,USD,65272000000,110855000000,45583000000,45583000000,26178000000,19765000000,16625000000,36390000000,None,-109000000,1312000000,109000000,-121000000,158000000,None,52516,27193000000,14531000000,109000000,12506000000,14072000000,27302000000,38533000000,12662000000,USD,37091000000,84000000,None,6012000000,5932000000,6915000000,13184000000,3768000000,3682000000,12506000000,-31401000000,-8298000000,None,4846000000,4846000000,None,0,None,None,None,None,None,-4846000000,None,-2203000000,405000000,12662000000,19280.084,243.618,4.7,0.65,1
